khemaka	安稳
gopālakauposatha	牧牛者的伍波萨他
āruppavipāka	无色界异熟
ānāpānassati kammaṭṭhāna	入出息念业处
kuṇḍalakumāra	耳环童子
antagata	已去往边际者
vikkhāyitakasaññāsahagata	离散想俱行
pukkusāti	布古萨帝
vikkhambhana	抽离
jiñjuka	相思子
arañjara	坛
attānudiṭṭhi	我见
pañcaka naya	五种法
suddhavipassanāyānika	纯观行者
sakka	帝释
migārotissa	弥嘎罗帝思
Devatānussati	神随念
kuṭikaraṇa	孤邸用具
sarabhaṅga	断箭
saddhābala	信力
dhātukkhobha	元素扰乱
anubandhanā	随逐
tambadāṭhikacoraghātaka	刽子手褐髯
āvāsasappāya	住所适宜
kāyasaṅkhāra	身行
yogavippayutta	轭不相应
nigaṇṭhuposatha	外道的伍波萨他
āsaṅkā	怀疑
bodhimaṇḍa	菩提座
utuja ojaṭṭhamaka rūpakalāpa	时节生食素为第八的色聚
maddaraṭṭha	马德国
buddhānussati bhāvanā citta	佛随念修习心
upapattibrahmāna	投生梵天
sabbatthakakammaṭṭhāna	一切处业因
vaṅganta	万甘德
cumbaṭaka	枕头
okkantikkhaṇa	再生的剎那
āsevana satti	重复力
vīriya dhātu	精进界
sithila	不送气音
sacca	谛
kāyindriya	身根
āroha	自大
gatakoṭika	顶端的到达者
paccavekkhitabba	应反省
upādinnakkhandha	取蕴
subhūti	须菩提
jātisadda	种类的含义
pabbājanīyakamma	驱出甘马
ekanirodha	一起灭去
viññatti	表
Visuddhi Magga	《清净之道》
abhivinaya	胜律
vippaṭisāra	懊恼
upekkhako satimā sukhavihārī	舍念乐住
samāhita puggala sevanatā	与入定者结交
sukha vedanā	乐受
bhasta	皮包
mātika	玛底咖
sārammaṇa	有所缘
āsavavippayutta	漏不相应
anubyañjana	次相
pāṭha	典籍
paññattibahula	规划建设
tiracchānakathā	畜生论
vāraka	瓮
adhivacana	同义词
jhānakīḷā	自在禅那
adukkhamasukha cetovimutti catuttha jhana samapatti	不苦不乐心解脱第四禅定
sabbaatthivādī	说一切有者
rūpāvacaratikacatukkajjhāna	色界三种或四种禅那
nirodhasamāpatti	寂灭之境界
paramaţţharūpa	究竟色法
diṭṭhipariyuṭṭhāna	主见的困扰
phalaka	木板
paṇava	蜂腰鼓
jayakusuma	朱瑾花
sallasutta	箭经
jivhāsamphassa	舌触
phassāhāra	触食
အတွက်	为了……
passāsa	入息
pesakāradhītā	织工女儿
jātivasa	出生的范畴
lokavidū	知解世界者
utusamuṭṭhānarūpa	时节所起色
dhammacakka	法之轮
sagga	天界
kaṇhāgotamakehī	甘哈苟得马卡
sirivaḍḍhana	瑞增
kāmāvacarā	欲界
bhaddekarattasutta	一夜贤者经
sabbaññutañāṇa	一切知智
āyuparikkhaya	寿尽
vipākakkhandha	果报(名)蕴
asammoha	无痴
saddhā dhura	信责任
āmalakatumba	余甘木葫芦
tadaṅgavimutti	对应部分的解脱
kammassakatā paccavekkhaṇa	业自性省察
indaka	因德格
sumanā	苏玛娜
paccayākāra	缘行相
rūpārūpa	色非色
taṃ kāyaṃ anupassati	随观彼身
manogaṇādi	mano组
asamāhita	不得定的
naya	法
Susima	苏西玛
saka	所有
chaḷabhiñña	具六通者
lakuṇḍakabhaddiya	矮小的跋地亚
liṅga	词性
pakati nimitta	自然相
nevasekkhānāsekkha	即非有学亦非无学
samādhikkhandha	定蕴
kadalipatta	芭蕉叶
lokādhipateyya	世间主导
tamāla	印度月桂树
sammāājīva	正命
niccabhatta	常食
aggisālā	火堂
pariyāyavacana	巧妙语
samadhi kammaṭṭhānika puggala	止业处相应者
ākiñcaññāyatana	无所有处
nānācittakkhaṇa	不同心识刹那
paññā	慧
sīlasaṃvara	戒律
soṇatthera	索那长老
moggallāna	摩嘎喇那
rakkhaṇakosalla	保护善巧
sabbaññubodhisatta	一切知菩萨
subhakiṇhabrahmaloka	遍净梵天界
anupubbikathā	次第论
Venerable Vakali	瓦卡利尊者
dutiya chakka	第二组六法
yakkhī	母亚卡
uttarakuru	北俱卢洲
suttanta	经
bimbisāra	宾比萨勒
sobhanasādhāraṇa	通一切美心
viriyasambojjhaṅga	精进觉支
māgha	马嘎月
assajitthera	阿薩基
aniyamavacana	不确定词
ṭhapanānaya	安置法
aggamagga	至上道
liṅgavipallāsa	词性转变
asadisadāna	无比施
kāmarāga	染污的感官之乐
ārammaṇasaṅkantika	超所缘
phoṭṭhabba	触
suttanipāta	《经集》
kamboja	康波嘉
vuṭṭhānagāminī vipassanā	至出起观
pakāra	方法
ထက်	比……少
gabbhaseyyaka	胎生者
digu	带数释
koka	寇格
anottappa	无愧
suddha vipassanā yānika	纯观乘者
yamaka	双论
nimmitabuddha	化佛
punabbhava	再有
āna	入息
āḷāra	阿喇拉
cau@iti	iti引用的内容做原因状语
nīluppala	青莲花
māḷa	殿堂
kumārakassapa	童子咖沙巴
manodvāra vīthi	意门心路
padhāna kammaṭṭhāna	精勤业处
aññathatā	不对应性
ဆက်	继而
sāṭheyya	背叛
santa	寂静
sīmā	界限
opaneyyika	值得引近的
parivajjanatā	避免
dhammapūja	法供养
hetu	因
paramapattippatta	最高成就获得者
passasissāmi	我将出息
abhiññāṇa	特征
ariyasacca	圣谛
kattarayaṭṭhi	手杖
maggāgamana	道来由
ajjhattikāyatana	内处
bhaṅgānupassana	坏随观
vaṇṇadāsī	妓女
jaṅgheyyaka	膝贴
nāgasena	龙军
bhāgavantu	世尊
kaṅkhāvitaraṇīpurāṇa-ṭīkā	疑惑度脱·旧复注
paññatti dhamma	概念法所缘
vipassanāyāna	观乘
micchattaniyata	邪性定
rājakathā	国王论
āhāratthipaccaya	食有缘
catusamuṭṭhānikarūpa	四(因)所起色
nisada	碾板
ekavokārabhava	一蕴有
manda pañña puggala	钝慧者
thūpika	尖顶
DAO-P	被动语态双宾语-首要
lohabhaṇḍa	铜器
ubhatobyañjanaka	两性者
COC	区分比较
sammādiṭṭhi ñāṇa paññā	正见智慧
rakkhasa	罗刹
bhavaṅgacalana	有分波动
taruṇa vipassanā ñāṇa	不成熟观智
satokārī puggala	念行者
siṅgila	麻雀
magga ñāņa	道智
rājā	国王
upādānakkhandā	五取蕴
DO-PV	双宾语→被动动词
taṃsamuṭṭha	与其等起
senāsana	坐卧处
gāthā	偈颂
aggaphala	至上果
ghānaviññeyya	鼻所识
santatirūpa	相续色
niyatamicchādiṭṭhika	定邪见者
yathābhūtañāṇadassana	如实智见
samyojana	结缚
bhagavā	世尊
apuññābhisaṅkhāra	非福行
majjavaṇijjā	酿酒生意
pipphaliguhā	荜拔洞窟
hema	黄金
pallaṅkaṃ	跏趺坐
evampi	如此也
bahiddhārammaṇa	外所缘
avīciniraya	无间地狱
lokuttarā sammāsamādhi magga	出世间正定道
dhuta	遣除
pariyantapārisuddhi	有限清净
paccuddhāra	解除定名
santamānasa	心灵沉寂
kassapa	卡萨巴
dubbhāsitabhāsī	恶语言
uṭṭhapita	推崇
dabba mallaputta	智者马喇子
ñātikathā	亲戚论
iddhimayapattacīvara	神变所成衣钵
kammajaojā	业生食素
nissaṅga	无碍
nissatta paccavekkhaṇa	非众生省察
abyākatadhamma	不定性之法
nāgapabbata	龙山
Bhagava	世尊
sabbadhātūhi	所有词素后
Soṇa Thera	索那长老
ကို	受动者
pacchimabhavika	最后一生者
suttavibhaṅga	经分别
dadhi	凝乳
amitodana	无量饭
avitakka avicāra	无寻无伺
apamārika	癫痫者
jālinī	欲网
samāsa	复合词
ānāpāna catukka	入出息四法
bhayatupaṭṭhānañāṇa	怖畏现起智
bhaṅga	天然混紡
anamataggapariyāya	不知起始法门
sosa	肺痨
mahānāmatthera	大名长老
arahattamagga	阿拉汉道
mātikagāmo	玛底咖村
samatha yānika	止行者
paccayapariggahañāṇa	把握缘之智
parikammobhāsa	预备阶段的光明
Gataddho	行道完结
aggimukha	阿格木卡蛇
appaṇihitavipassanā	无愿观
kvattha	什么作用
kāladdhāna	时间行程
ānandakumāra	阿难童子
paṃsukūla	尘堆衣
paccayabhāva	緣起狀態
bīraṇatthambhaka	须芒草丛
Dhātuvibhanga Sutta	界分别经
upādānagocchaka	取组
upasevana	依靠
sāri	沙莉
cakkhusamphassajāya	眼触生
rājabhaya	对国王的畏惧
tāvatiṃsa	三十三天
viññāṇāhāra	识食
āyusaṅkhāra	寿行
sampaṭipādiyati	了知
chasamuṭṭhāna	六重等起
upāhanā	鞋
samādhi	定
mahāvīra	大雄
niddesa	广释
mandapañña	钝慧
corikā	窃盗
kurudhammā	止恶法
Okkantikā pīti	继起喜
dukkhapaṭipada	苦行道
pañcavokārabhava	五蕴有
abyagganimitta	不飘浮相
assaddhiya	无信
kāyānupassanāsatipaṭṭhāna	身随观念处
āyatana	入处
ekadesa	一部分
diṭṭhivippayutta	[邪]见不相应
dvivedana	二受
nandī	喜
piyarūpa	喜色
anussati	随念
vajjiraṭṭha	瓦基国
vaṇṇa dhātu	颜色界
muñja	卢荻
nimmānarati	化乐天
adhisīlasikkhā	增上戒
ñāṇa	智
catuttha jhāna samādhi	第四禅定
nāmagottakittanatthā	种姓名称
māgadha	马嘎塔
majja	迷醉品
MAN verb	动词
phassa	触
erakapatto	香蒲叶
ojaṭṭhamakarūpa	食素第八色法
upakkilesāloka	随烦恼光
dandhagaṇana	慢慢计算
ājīvapārisuddhi	活命清净
ajjhayana	习得
paccayapaṭisevana	资具受用
yasodharā	亚寿塔拉
kammanimitta	业相
akālika	无时间间隔的
amatagata	已去往不死者
antimavatthuajjhāpannapubba	之前犯终极罪事者
gandhataṇhā	喜爱香气
hatthidanta	象牙
inst	工具格
ānāpānassati bhāvanā citta	入出息念修习心
aggāḷavī	至上阿拉威
aupādiṇṇa	非取
āgama suta	学闻
veḷuvanavihāra	竹林寺
kosambī	高赏比
Mahārāhulovāda sutta	教诫罗睺罗大经
dukkhadukkha	苦苦
pathavīkasiṇā	地遍
sammajjana	清扫
upanissayapaccayaniddesa	亲依止缘广释
anāgāmi phala	不来果
vimānavatthu-aṭṭhakathā	天宫故事·义注
paṭisaṃvedī	体验
Mahāmahinda thera	马哈马兴达长老
udayabbayānupassanāñāṇa	频观生灭智
diṭṭhisalla	主见的箭簇
paccuddhāra	解除定名
olambakadīpa	吊灯
nigamakathā	城镇论
vijānana	识别
Mahā assapura Sutta	大马邑经
upajjhāyavatta	对亲教师行仪
mahākāḷa	大黑
anattānupassanā	无我随观
suññatā	空性
paṭiccasamuppādavibhaṅga	缘起分别
daharasāmaṇera	小沙马内勒
dvihetukapaṭisandhika	二因结生者
sambhārasaṃyuttā	鸡尾酒
devadhītā	女天人
kalandakanivāpa	喂松鼠处
ရကား	原因状语
vattati	继续
rūpārūpadhamma	色非色法
ānisaṃsadassāvitā	常见利益
passaddhisambojjhaṅga	轻安觉支
santatighana	相续密集
kaṇḍamba	甘德芒果
paritta	小
guṇa	素质
saḷāyatana	六处
pañcaka naya	五种法
IOV-C	被使役宾语 ➡ 动词
saṅkhata dhamma	有为法
anidassanaappaṭigha	非有见非无对
paṅgulopamā	跛足者喻
visesabhāgiya	进分
pālitabrahmacariya	梵行的保护者
nirodhadhamma	灭法
anuññāta	承认
dukkaṭa	恶作
dhammassāmī	法主
mūlapaccaya	根本缘
sampadāna	目的格
nārada	那拉达
sūrakathā	英雄论
īsadhara	持轴山
paṇṇasāla	茅庐（沙罗树叶）
rūpataṇhā	喜爱物质
mūlaṭīkā	根本复注
vināsa abhāva	消失不在
samānupajjhāyaka	等同亲教师者
veyyākaraṇa	记说
cittaniyama	心之定律
kuṇḍakasindhavapotakajātaka	碎米信度马驹本生
bhaṇḍagāma	货物村
vātamigajātaka	《风鹿本生》
parikamma	遍作
petaggi	鬼火
sukhamūla	乐根
devadina	仙授
sattha	世尊
maggañāṇa	道智
parikammāloka	预作光
uddhaccapakkha	掉举组
kāyappasāda	触感
anantava	无边
kāyova	唯身
ānāpāna catuttha chakka	入出息第四组四法
pāpaka icchāvacara	恶愿行
pabbājanīyakammaṃ	驱出甘马
nibbānasampatti	涅槃成就
samupeta	具备
Tathāgata	如来
kākajātaka	乌鸦本生
Vinaya	律
arūpa pariggaha	非色摄受
kiñci	任何
pathavī	地
rūpa kalāpa	色聚
devadatta	天赐
jhana sammādiṭṭhi	禅那正见
Samādhi Sutta	《定经》
pacchājātapaccayatā	后生缘性
tatiya jhāna samāpatti	入第三禅定
sattāhakālika	七日药
brūhitaguṇa	增加素质
nissatta	无有情
kusalatā	善巧
kaṭhina	咖提那
āsaya	留存
sappadesa	有余
vītikkama	违犯
magga ñāṇa	道智
gandhaseṭṭhi	香富翁
dīghaṃ	长
AC	绝对从句
應體證sacchikātabba	應體證
kimila	金弥拉
dukkhā nupassanā ñāņa	苦随观智
tatiya jhāna samāpatti	入第三禅定
cūḷantaraduka	小中二法
sallakkhetabba	应审查
jivhāpasāda	舌净色
Paṭisambhidā Magga	《无碍解道》
passāsa	入息
diṭṭhi	见
pañcavokārabhave	五蕴有
Pathavī	巴踏威
jātisadda	种类的含义
upādārūpa	所造色
Tuvaṃ‘si	你是
ghānindriya	鼻根
pahānapariññā	断遍知
daṇḍakamma	调伏作务
chatta	查塔
līnapakkha	退缩组
rūparūpakalāpuppādanaṃ	色非色聚生起
saṃvarasīla	防护戒
vinaya-aṭṭhakathā	律·义注
kāliṅga	咔琳噶
ghana1	圆柱形胚体
upanissayapaccaya	亲依止缘
aṇu	微粒
asaṅkhatadhātu nibbāna	无为界涅槃
kevalī	完全成就者
vipassī	维巴西
bojjhaṅga	觉支
dukhindare	痛苦悲伤
diṭṭhivisūka	主见的观点
Mahāmoggallāna	大目犍连
paraloka	来世
uttarimanussadhammapārājika	上人法巴拉基格
vajjiputta	瓦基子
moraparitta	《孔雀护卫》
āsannapaccaya	近缘
adhippāya	意味着
tusitabhavana	喜足天
kammākammavinicchaya	大小甘马抉择
satindriya	念根
mahākaruṇāsamāpatti	大悲定
samparāya	来世
majjhimapaṇṇāsa	中间五十
kāyasankhāra	身行
thullaccaya	图拉加亚
vatthusampadā	对象成就
assatara	马骡
pañcakanipāta	五集
passasati	出息
kasiṇāloka	遍禅光
jhānapaṭiloma	逆禅
kāmarāgānusaya	欲贪随眠
lokavidū	知解世界者
manodvārika āvajjana	意门转向
Kvacī tikasmā?	为什么（经目）有“kvāci （有时）”这个字呢？
vikārarūpa	物质的变化
viññāṇañcāyatanajhāna	识无边处禅
loc	处格
duccarita	不善行
catutthajjhāna samādhi	第四禅定
Upalakkhaṇā	辨别法
pharasu	长柄斧
maṇiguhā	摩尼洞窟
lokādhipateyya	世间主导
mandārava	曼陀罗花
sāratthadīpanī	精髓义灯
ārammaṇapaccay	所缘缘
vīthi mutta citta	离路心
nirāmisa	离染
māyāya	欺诳
upanissaya  satti	亲依止力
nissaya	依止
vatthikamma	膀胱术
āharahatthaka	伸手扶
mada	慢
samuṭṭhāna	生起之因
uddhaṃsota	上流者
paṭṭhapehi	建立
lokiya	世间的
bhikkhunīvibhaṅga	比库尼分别
Sindhava	信度马
apariyanta	无限
kriyāmaya citta	唯作心
Iccevamādī yojetabbā	这些（例子）当如是应用
dukanipāta Aṭṭhakathā	第二集注
nirayapāla	狱卒
kalāpa sammasana	聚思惟
Pharaņā pīti	遍满喜
yoniso-manasikara	wisely pay attention in mind
pādapīṭha	洗足台
avigatapaccaya	不离去缘
sugata	善至
vasavattivāda	主宰论
khuddakapāṭha-aṭṭhakathā	小诵·义注
rupāvacara	色界
gopālakauposatha	牧牛者的伍波萨他
upanandasakyaputta	释迦子伍巴难达
akusalamūla	不善根
kammasaṅkhepa	业的略说
pathavīkasiṇā	地遍
avera	无嗔
ဝိဘတ်	缅文尾
bāraṇasī	巴拉那西城
upayogattha	宾语之义
teparivaṭṭa desanā	三轮教说
kusalahetu	善因
ayoganiya	非顺轭
vāyo	风
āṇākhetta	威令刹土
dukkhakkhaya	苦灭
mahāanuḷa	马哈阿卢拉
muñcitukamyatāñāṇa	欲解脱智
kesamutta	发解
appaṭicchanna	无覆藏
Ṭīkā	复注
kalāpā	色聚
tiracchānayoni	畜生道
Aṅguttara Nikāya	增支部
DASD-P	<命名>主➡系
atītamaddhāna	过去世
abhiññāñāṇa	神通智
saddheyya vatthu	当信之事
santuṭṭhikathā	知足论
lāludāyī	愚笨伍达夷
khandhapañcaka	五蕴
atīta	过去
cittavīthi	心路过程
sātthaka sampajañña	有益正知
ādhāraka	钵架
purejātavippayutta	前生不相应
anubandhanānaya	随息法
vijjamāna paññatti	存在概念
vāsana	熏习
dubbhāsitabhāsī	恶语言
cāṭi	广腹罐
corikā	窃盗
cakkhu dvāra	眼门
gāha	执
saṃkicca	桑吉遮
kaṭukaphala	香辛果
sudhammā	善法
lūkhapuggalaparivajjanatā	避开粗野者
turiya	交响乐器
phassāyatana	触处
gaṇanā naya	数息法
aravāḷa	阿勒瓦叻
thinamiddhanīvaraṇa	昏沉睡眠盖
ruhiruppādaka	出[佛身]血
vijjamāna paññatti	存在概念
pāveyyaka	巴威雅咖
paccayuppāda	缘生
sammuti sacca	世俗谛
vāri	瓦瑞
hutāsana	胡塔萨那
abhidhammadukamātika	阿毗达摩二法论母（目录）
ekālambana	一个对象
sacchikaroti	亲证
bālavagga	《愚人品》
itthipumanapuṃsaka	在三性
lakkhaṇahāra netti naya	取相指导法
ovāda	教诫
bhumma	处格
sāgala	萨嘎勒
catupārisuddhisīla	四全面净化戒
pīti paṭisaṃvedī	感知喜
cuticitta	死心
parikappana	遍计
rūpa kammaṭṭhāna	色业处
sahajātapaccaya	俱生缘
sārammaṇa dhamma	有所缘法
purejāta	前生
bandhumā	般度玛
manoviññāṇadhātu	意识界
ရင်း	动词并列连词
sayana	床
macchariyakosiya	守财奴果西亚
phāṇita	糖蜜
Pakiṇṇakaparicchedo	杂章
sītibhāvasuttaṃ	清凉经
paccantagāma	边陲小村
kāmasukhanlikānuyoga	欲乐
kicca	作用
jhānapaccaya	禅缘
dantapura	象牙城
phala ñāņa	果智
upaṭṭhānākāra	现起的行相
dosa	瞋
kāya dvāra	身门
jotipāsāṇa	火石
araññagato	前往林野
daṇḍakammaṃ	惩治甘马
Sammāvācā	正语
Catukka	四法
kākamāsaka	如鸦食
avijjāsava	无明漏
majjhimabhānaka	中部诵师
anuññātapaṭiññāta	确定并接受
kapilavatthu	咖毕拉瓦图
kaṇhāgotamaka	黑色最上牛
girimānandasutta	《奇利马难德经》
ubbegā pīti	踊跃喜
rājagahanagara	王舍城
rūpaloka	色世间
lokantaraniraya	世界间地狱
ārammaṇūpanissaya	所缘强依止
pubbakāla	在前时
khandhavagga	蕴品
diṭṭhi gāha	见执
asecanaka	无需添补
ojaṭṭhamaka	食素为第八的
Bhikkhus	诸比库
Mahārāhulovāda sutta	教诫罗睺罗大经
kathinacīvara	卡提那衣
nānantarika naya	不可分离法
Pāyāgā	帕亚加
passaddhi	轻安
viññānpaccayā nāmarūpam	识缘名色
paccuppanne āhārapariyeṭṭhi mūlaka dukkha	基于现在觅食之苦
sahagatacitta	俱行心
tadaṅgavimutti	对应部分的解脱
upakāra	资益
upapattibrahmāna	投生梵天
atideva	极天
musāvāda	虚妄语
Mahāhatthipadopama Sutta	大象迹喻经
gotrabhuñāṇa	种姓智
akiriyavāda	无作用论
lokasamudaya	世间集
virāgānupassanī	离贪随观者
sabbasaṅkhārasamatha	寂止诸行
bhāvanā manasikāra	修习作意
vedhaka	小钻头
nānakkhaṇika	不同的刹那
ādinā	最初
dhātukkhobha	元素扰乱
upaṭṭhahanākāra	现起的行相
anottappa	无愧
gandhataṇhā	喜爱香气
saṅgayana-puccha vissajjanā	结集问答
pavatta	生命期间
licchavi	离差维
paṭicchannāvahāra	遮盖取
kāmadhātu	欲界
jīvitanavaka kalāpa	命根九法聚
vicikicchānusaya	疑随眠
suddha vipassanā yānika	纯观乘者
assatara	马骡
pañcaabhiñña	五神通
aviññāṇaka	无意识的
lakkhaṇahetu	特相因
rakkhita	已守护
vatthuvisadakiriyā	作物净
kamboja	康波嘉
puggalādhiṭṭhāna	人处
phusanā	接触
bhūtā	大种
surāmerayamajjappamādaṭṭhāna	放逸之因的诸酒类等麻醉品
cetaso ekodibhāva	心一境
asappāyapuggala	不适宜之人
leṇappatta	已到达安全者
pārājikakaṇḍa-aṭṭhakathā	巴拉基咖·义注
Anupada Sutta	《不断经》
cūlanāga	小龙
paṭisaṅkhānupassanāñāṇa	审查随观智
paccayadhamma	缘法
